,Actual,Predict
2609,478.15,436.044
8156,439.15,449.1976
2616,478.15,482.0042
4653,398.65,399.71255
8530,489.54,465.8744
10707,454.15,448.98706
11822,472.15,467.9767
3305,382.84,423.43295
6348,548.83,512.2211
5852,428.68,419.3673
9006,605.81,569.2555
8265,455.15,449.73267
6385,563.15,480.4109
624,387.65,480.27893
7698,547.7,513.11237
11902,478.15,490.36896
9290,438.65,432.52075
1634,509.15,482.2244
1383,483.15,496.96042
5324,573.51,519.76385
2876,536.15,499.15558
8935,567.45,557.2065
8998,601.3,591.0886
4684,402.08,407.08444
3422,704.0,430.10773
3963,396.39,380.75333
4889,437.69,456.324
3487,367.8,366.00098
12068,509.82,500.63937
1662,513.15,542.456
12438,589.72,547.1312
6630,388.64,392.7688
3094,342.15,458.21234
218,425.95,430.1826
1372,481.65,482.30035
6698,395.68,354.84723
12346,561.45,527.38947
1950,578.15,489.66132
1953,579.15,522.9259
1530,498.15,561.4698
8947,571.36,572.9635
9567,477.15,585.15326
10913,493.55,486.06796
10798,470.26,475.66476
6647,390.72,398.61282
3068,322.65,365.20905
2417,440.65,499.76498
11336,581.4,583.0002
8846,541.15,535.1076
5981,452.82,451.5813
10278,573.99,568.16315
9137,390.15,509.8778
7346,472.48,462.61255
11563,451.65,522.9103
1984,321.15,355.81418
173,447.15,442.1746
5702,409.05,400.70163
11365,596.34,523.1424
3297,366.59,383.19678
8518,487.75,480.4628
8276,457.09,455.1871
7209,457.6,448.94968
3669,490.04,464.84164
8582,494.15,515.24976
9720,491.15,489.39697
2392,433.15,486.84946
1236,466.65,482.30176
2189,387.65,454.20032
3468,350.35,336.21805
1043,444.15,475.23514
10934,498.15,476.25635
12123,522.39,521.11176
2589,475.34999999999997,466.81717
7077,443.15,475.5447
5743,416.65,407.08096
10739,457.29,468.10596
3873,365.65,363.63626
3210,383.76,392.92902
720,399.65,423.02942
1213,464.15,482.74265
7090,443.92,427.8649
5045,472.51,450.0578
724,400.65,418.5253
10715,455.15,451.69287
10402,618.99,615.7878
6258,512.48,482.1558
11921,479.15,470.51666
10638,448.15,448.98706
3344,446.15,432.0495
8873,550.08,541.1225
450,431.65,430.73395
7512,499.45,510.60834
10244,565.65,553.4737
3817,337.15,373.13837
10673,452.15,451.69287
290,353.65,373.43585
9810,501.65,493.651
3011,578.15,551.3079
11430,632.15,613.26154
8810,527.27,499.35315
7633,531.13,501.6202
1369,481.34999999999997,483.58713
10912,493.25,503.013
2684,494.15,453.83496
839,416.15,401.48166
2927,546.15,504.38553
4429,348.715,342.39276
1579,502.15,538.17865
4338,601.96,594.4551
5502,371.15,447.09995
4584,386.17,385.5173
7780,582.02,565.09546
6747,402.98,407.89362
749,405.15,509.59247
5747,417.54,424.20554
9054,656.19,634.9866
6464,625.02,582.55725
5503,371.32,372.7063
2655,486.65,437.2263
11224,550.15,522.3205
5965,448.15,418.84332
4874,435.15,447.82285
6595,384.35,386.57623
1427,488.15,478.47665
5049,473.15,515.7432
2087,360.65,455.54025
9330,443.76,431.33414
7497,496.96,488.01132
8061,420.64,414.58453
12517,625.78,578.13965
4226,489.32,443.80243
7370,478.54,460.04962
5654,400.89,398.8041
970,435.65,424.46042
10365,597.99,579.04803
993,438.15,447.95178
12180,529.06,510.38007
5353,602.52,495.20062
7460,490.78,472.55124
8725,512.15,433.88257
1277,470.65,473.1908
741,404.15,426.76526
1078,447.65,448.551
4250,504.5,459.59683
4365,658.89,613.59503
5914,439.15,440.27313
3035,592.15,516.85944
2303,414.65,491.42984
2688,492.15,413.5773
6152,488.28,443.99265
8138,435.76,455.1212
11427,627.85,625.58563
4367,677.65,627.1567
8027,415.7,413.43298
3546,405.72,425.59875
944,432.15,434.25815
10107,535.28,538.19916
11689,467.15,467.9767
9380,449.72,465.5956
1739,522.15,471.28088
2848,530.15,505.48453
3821,337.74,351.541
8204,444.45,454.14938
9892,512.54,482.09207
6389,563.49,549.7796
2069,355.15,374.2064
3954,394.65,411.88754
8069,421.59,422.28116
7949,398.15,470.16348
8630,497.65,494.05585
9182,421.2,437.612
7465,491.33,467.2294
3437,317.15,562.1912
3045,610.15,556.1827
11187,543.02,538.829
4075,428.16,404.11072
11814,472.15,470.51666
12421,584.2,581.8568
9942,516.47,492.59418
11378,601.68,615.43445
3708,518.08,445.37402
7038,438.88,427.54138
3464,346.15,342.9733
4023,413.15,416.68146
9948,516.81,491.9873
4526,377.15,375.1045
8330,462.86,456.35977
1358,481.15,501.66434
1570,501.15,495.05643
4442,353.48,388.88095
11757,470.15,471.22314
4342,606.75,613.5356
9059,664.15,603.5534
10078,531.19,510.46704
586,380.15,387.5786
247,282.55,338.60867
4345,609.18,588.1179
5046,472.87,426.96127
3307,384.76,411.26733
6482,660.67,654.28925
1482,493.15,517.4749
3710,520.15,491.8745
9202,425.9,441.42715
5611,391.4,423.90463
518,378.65,364.0873
4454,355.86,370.2702
2791,516.15,483.32135
6916,423.85,443.47894
9861,508.88,486.4577
1470,492.15,399.6653
8104,429.29,429.45807
11791,471.15,467.9905
3366,478.91,422.604
9859,508.65,495.39474
11401,611.94,596.9932
50,366.35,380.43353
7642,532.6,514.6382
1730,521.15,499.6347
10206,554.86,555.33374
1593,503.65,502.23407
2407,436.65,424.63272
6561,378.07,394.28622
9295,439.45,430.73395
6810,409.4,436.47568
4053,420.44,413.69128
7924,373.15,467.91718
5937,443.1,416.59036
5270,546.65,461.1301
4015,411.65,368.5792
4600,389.58,392.58545
10860,482.67,513.0579
8829,535.0,523.1124
6119,479.07,470.02573
4315,563.11,601.5001
379,394.75,398.84384
6341,543.68,528.0589
9350,446.82,423.5721
8768,518.73,514.7527
8524,488.57,473.53683
6822,411.99,413.002
10591,431.52,456.9477
4313,561.59,514.1901
9994,519.7,487.06827
2333,421.75,448.01465
5684,406.15,415.63843
9144,393.65,475.91388
10211,557.21,515.0088
3231,444.29,479.29666
6443,599.65,499.44894
10873,484.65,479.42505
4269,523.34,517.30585
1237,467.15,477.64536
10116,536.34,516.834
5613,391.65,415.3854
11608,463.15,467.9767
2128,369.65,428.93442
4925,446.15,563.5908
8849,543.48,564.8718
5526,376.67,388.85184
12082,512.04,504.82043
11026,510.15,487.29404
7677,540.3,529.8808
1328,476.45,478.21768
4102,439.65,386.50455
10090,533.02,516.03705
10790,467.35,464.59143
6101,475.56,460.80533
10154,542.92,560.8766
10632,447.52,467.2087
11452,659.46,621.4792
8757,518.15,481.5405
2984,567.15,521.6083
2021,339.15,419.65656
11485,336.65,468.77225
3375,493.02,458.05978
12441,590.29,563.9409
11595,460.15,467.9767
2982,566.15,534.7507
11038,513.1,507.4775
6020,460.15,361.3327
149,440.15,441.43546
5758,418.15,418.48257
3702,513.04,566.6054
9257,434.08,433.08258
5610,391.31,382.0108
9315,442.66,430.1826
12190,531.5,515.0986
6149,487.15,486.76328
5333,580.9,505.2264
200,429.35,430.1826
10984,505.62,491.979
2820,523.15,476.36646
251,304.35,315.03223
8421,472.06,464.5217
2145,371.34999999999997,377.5236
5040,471.69,448.57428
